ID,Node,Source,Target,Relationship,X,Y,CycleY,Category,Order,Family,Common Names,Weight
95,Cingulata,Cingulata,Dasypodidae,Cingulata-->Dasypodidae,0.527540083704,0.415318651189,0.415318651189,0,Cingulata,0,0,100
95,Dasypodidae,Cingulata,Dasypodidae,Cingulata-->Dasypodidae,0.522573760532,0.191376612356,0.191376612356,0,0,Dasypodidae,0,50
96,Dasypodidae,Dasypodidae,"long-nosed armadillo, Nine-banded Armadillo","Dasypodidae-->long-nosed armadillo, Nine-banded Armadillo",0.522573760532,0.191376612356,0.191376612356,0,0,Dasypodidae,0,50
96,"long-nosed armadillo, Nine-banded Armadillo",Dasypodidae,"long-nosed armadillo, Nine-banded Armadillo","Dasypodidae-->long-nosed armadillo, Nine-banded Armadillo",0.473713563169,0.00492878040656,0.00492878040656,0,0,0,"long-nosed armadillo, Nine-banded Armadillo",20
97,Mammal,Mammal,Sirenia,Mammal-->Sirenia,0.559136080778,0.572728344563,0.572728344563,Mammal,0,0,0,200
97,Sirenia,Mammal,Sirenia,Mammal-->Sirenia,0.416852500901,0.610360446344,0.610360446344,0,Sirenia,0,0,100
98,Sirenia,Sirenia,Trichechidae,Sirenia-->Trichechidae,0.416852500901,0.610360446344,0.610360446344,0,Sirenia,0,0,100
98,Trichechidae,Sirenia,Trichechidae,Sirenia-->Trichechidae,0.225530155721,0.604916781786,0.604916781786,0,0,Trichechidae,0,50
99,Trichechidae,Trichechidae,"Caribbean manatee, manatee, West Indian Manatee","Trichechidae-->Caribbean manatee, manatee, West Indian Manatee",0.225530155721,0.604916781786,0.604916781786,0,0,Trichechidae,0,50
99,"Caribbean manatee, manatee, West Indian Manatee",Trichechidae,"Caribbean manatee, manatee, West Indian Manatee","Trichechidae-->Caribbean manatee, manatee, West Indian Manatee",0.078323662808,0.494436537387,0.494436537387,0,0,0,"Caribbean manatee, manatee, West Indian Manatee",20
100,Mammal,Mammal,Primates,Mammal-->Primates,0.559136080778,0.572728344563,0.572728344563,Mammal,0,0,0,200
100,Primates,Mammal,Primates,Mammal-->Primates,0.459197264902,0.715440107446,0.715440107446,0,Primates,0,0,100
101,Primates,Primates,Hominidae,Primates-->Hominidae,0.459197264902,0.715440107446,0.715440107446,0,Primates,0,0,100
101,Hominidae,Primates,Hominidae,Primates-->Hominidae,0.355425653131,0.845170296316,0.845170296316,0,0,Hominidae,0,50
102,Hominidae,Hominidae,hominoids,Hominidae-->hominoids,0.355425653131,0.845170296316,0.845170296316,0,0,Hominidae,0,50
102,hominoids,Hominidae,hominoids,Hominidae-->hominoids,0.227669528841,0.818869427407,0.818869427407,0,0,0,hominoids,20
103,Mammal,Mammal,Primates,Mammal-->Primates,0.559136080778,0.572728344563,0.572728344563,Mammal,0,0,0,200
103,Primates,Mammal,Primates,Mammal-->Primates,0.459197264902,0.715440107446,0.715440107446,0,Primates,0,0,100
104,Primates,Primates,Hominidae,Primates-->Hominidae,0.459197264902,0.715440107446,0.715440107446,0,Primates,0,0,100
104,Hominidae,Primates,Hominidae,Primates-->Hominidae,0.355425653131,0.845170296316,0.845170296316,0,0,Hominidae,0,50
105,Hominidae,Hominidae,"Human, Humans, man","Hominidae-->Human, Humans, man",0.355425653131,0.845170296316,0.845170296316,0,0,Hominidae,0,50
105,"Human, Humans, man",Hominidae,"Human, Humans, man","Hominidae-->Human, Humans, man",0.284808919512,0.993539084941,0.993539084941,0,0,0,"Human, Humans, man",20
